chapter,character,line
39,Tahani Al-Jamil,Eleanor?
39,Tahani Al-Jamil,Michael?
39,Tahani Al-Jamil,"It is I, Tahani!"
39,Eleanor Shellstrop,"Yeah, we know, babe."
39,Eleanor Shellstrop,What's wrong?
39,Tahani Al-Jamil,I know John!
39,Tahani Al-Jamil,"Rather, he knows me."
39,Tahani Al-Jamil,He's a gossip columnist who tortured me on Earth.
39,Tahani Al-Jamil,"He made it seem like I was shallow, plagued with jealousy, and prone to fits of melodrama!"
39,Eleanor Shellstrop,What are you saying?
39,Tahani Al-Jamil,Don't you see?
39,Tahani Al-Jamil,The Bad Place didn't pick the worst people.
39,Tahani Al-Jamil,They picked the people who would be the worst for us!
39,Michael,Of course.
39,Michael,How did I not anticipate this?
39,Michael,Shawn didn't just choose a bunch of serial killers.
39,Michael,"He chose your tormentors, or archrivals�"
39,Eleanor Shellstrop,Or exes.
39,Eleanor Shellstrop,Those motherforkers!
39,Eleanor Shellstrop,This is insane!
39,Eleanor Shellstrop,And obviously against the rules!
39,Shawn,"Yeah, too bad it's not, dillhole."
39,Michael,She'll remember them!
39,Michael,"It's going to destroy the integrity of the experiment, Your Honor."
39,Tahani Al-Jamil,"Plus, now I have to live next to a man who once lied and said I wasn't at Diddy's White Party!"
39,Tahani Al-Jamil,"I was there, Eleanor!"
39,Tahani Al-Jamil,I was!
39,Tahani Al-Jamil,You must believe me.
39,Jason Mendoza,And how are we gonna make Simone better when she's asleep the whole time?
39,Jason Mendoza,Hello?
39,Jason Mendoza,We can't work with this!
39,Shawn,"Your Honor, you never stipulated that we couldn't choose people who had some sort of connection to them."
39,Shawn,"Then Simone just happened to die on Earth, which was really, really cool."
39,Shawn,"You wanna know how it happened, Chidi?"
39,Shawn,It's hilarious.
39,Chidi Anagonye,No!
39,Judge,Okay.
39,Judge,Here's my ruling.
39,Judge,It's not against the rules for the four new humans to have connections to the original four.
39,Judge,Simone and John can stay.
39,Shawn,Boo-yah!
39,Judge,But it was kind of a dirty trick.
39,Judge,"So, Michael can erase Simone's memory to the point before she met any of you."
39,Shawn,Fine.
39,Shawn,"Have fun with your ex, Chidi."
39,Shawn,What's that thing you humans say when you're playing chess and you trap your opponent into an inescapable position?
39,Shawn,"Oh, right."
39,Shawn,"Eat butt, you dingdongs!"
39,Eleanor Shellstrop,Okay.
39,Eleanor Shellstrop,Okay.
39,Eleanor Shellstrop,"Focus, team!"
39,Eleanor Shellstrop,Michael and I will prep for Simone.
39,Eleanor Shellstrop,"Tahani, keep an eye on John."
39,Eleanor Shellstrop,"Jason, talk to no one, go nowhere, do nothing."
39,Jason Mendoza,I won't let you down.
39,Eleanor Shellstrop,Okay.
39,Eleanor Shellstrop,"Go, guys."
39,Eleanor Shellstrop,Are you okay?
39,Chidi Anagonye,I� no!
39,Chidi Anagonye,Very obviously no.
39,Michael,Look.
39,Michael,You could spend 100 years in this neighborhood before you even run into Simone.
39,Michael,It'll be easy to avoid her.
39,Chidi Anagonye,"No, no, but we don't want me to avoid her."
39,Chidi Anagonye,The whole plan is that I'm supposed to help them learn ethics so they can improve.
39,Eleanor Shellstrop,Okay.
39,Eleanor Shellstrop,Okay.
39,Eleanor Shellstrop,We can deal with that later.
39,Eleanor Shellstrop,Let's just take this step by step.
39,Eleanor Shellstrop,"Step one, you leave so I can snap your amnesiac ex-girlfriend out of her post-death coma and welcome her into fake heaven."
39,Chidi Anagonye,That's step one?
39,Tahani Al-Jamil,Janet?
39,Janet,"Hi, there."
39,Tahani Al-Jamil,Give me your opinion.
39,Tahani Al-Jamil,Is this a savage insult?
39,Tahani Al-Jamil,"""Nice shirt."
39,Tahani Al-Jamil,Who designed it?
39,Tahani Al-Jamil,"Mark Fake-obs?"""
39,Janet,"For people in your social class, that is 84% savage."
39,Janet,"Although, there is a 29% chance he responds, ""Oh, honey,"" in a tone so devastating you will think of it every day for the rest of time."
39,Tahani Al-Jamil,I like those odds.
39,Tahani Al-Jamil,I'll go lay it on him now.
39,Tahani Al-Jamil,No.
39,Tahani Al-Jamil,That's exactly what the Bad Place wants me to do.
39,Tahani Al-Jamil,They sent John here to drag me back into my old patterns.
39,Tahani Al-Jamil,"Insecurity, obsession with social status."
39,Tahani Al-Jamil,I shan't let it happen.
39,Tahani Al-Jamil,"John, I am happy you're here with me."
39,Tahani Al-Jamil,This is going to be good for both of us.
39,Tahani Al-Jamil,And I look forward to putting the past behind us and becoming your friend.
39,John Wheaton,"Oh, my God, you are so cute."
39,John Wheaton,"You are so cute, it's gross."
39,John Wheaton,You disgust me.
39,John Wheaton,I love you.
39,John Wheaton,Get out of here.
39,John Wheaton,I never want to see you again.
39,John Wheaton,I love you so much!
39,Eleanor Shellstrop,"Hi, Simone."
39,Eleanor Shellstrop,I'm Eleanor.
39,Eleanor Shellstrop,Come on in.
39,Eleanor Shellstrop,"So, as a neuroscientist, are you surprised there's an afterlife?"
39,Simone Garnett,"I am, frankly."
39,Simone Garnett,"I mean, there's a decent chance this entire thing is just a complex electro-chemical reaction caused by my synapses randomly firing in the millisecond after my death."
39,Simone Garnett,But this fro-yo is amazing.
39,Simone Garnett,"So, I'm just gonna roll with it."
39,Eleanor Shellstrop,What flavor did you get?
39,Simone Garnett,I got a twist.
39,Simone Garnett,"Half strawberry, half ""Male Co-Worker Gets Called Out For Stealing Your Ideas""."
39,Eleanor Shellstrop,Ooh!
39,Eleanor Shellstrop,Those go great together.
39,Man,Hi.
39,Simone Garnett,Hi.
39,Simone Garnett,Wow!
39,Simone Garnett,All the other residents seem so nice.
39,Eleanor Shellstrop,"The residents are great, yes."
39,Eleanor Shellstrop,"But, uh� don't feel like you need to get to know all of them right away."
39,Eleanor Shellstrop,"Maybe just talk to Michael and me for the first, I don't know, 6,000 years or so."
39,Eleanor Shellstrop,"Anyway, you just chill, baby girl."
39,Eleanor Shellstrop,We'll check in with you later.
39,Eleanor Shellstrop,"That went pretty well, right?"
39,Eleanor Shellstrop,I've always been good at pretending I've never met people before.
39,Eleanor Shellstrop,It's kinda my go-to power move.
39,Michael,I think this new dynamic may actually be good.
39,Michael,"You know, it gives me more time to observe and plan."
39,Michael,"You'll be the face of the operation, and I'll be the mastermind behind the scenes."
39,Michael,Like Cyrano de Bergerac.
39,Michael,Like Kris Jenner.
39,Eleanor Shellstrop,Oh!
39,Eleanor Shellstrop,Totally.
39,Eleanor Shellstrop,"Yeah, I think this is gonna be okay."
39,Chidi Anagonye,No.
39,Chidi Anagonye,It won't.
39,Chidi Anagonye,"It won't be okay, which is why you need to erase my memory and reboot me."
39,Eleanor Shellstrop,What are you talking about?
39,Eleanor Shellstrop,No forking way!
39,Eleanor Shellstrop,We're not rebooting you.
39,Chidi Anagonye,Shawn was right.
39,Chidi Anagonye,"Bringing Simone to this neighborhood, it's checkmate."
39,Chidi Anagonye,It completely neutralizes me.
39,Chidi Anagonye,I'll be too freaked out to help the new residents.
39,Chidi Anagonye,The only way to outflank Shawn is to make it so I don't remember Simone.
39,Eleanor Shellstrop,"So, you have to run into your ex occasionally."
39,Eleanor Shellstrop,"That's a part of life, man."
39,Eleanor Shellstrop,I used to run into my exes all the time.
39,Eleanor Shellstrop,"At the mall, at the dentist's office, when I drunk texted them and told them to come over�"
39,Chidi Anagonye,"Look, Simone is really perceptive."
39,Chidi Anagonye,I might slip up and reveal something.
39,Chidi Anagonye,This isn't just about me feeling awkward around my ex.
39,Chidi Anagonye,"It's more about if I am awkward around my ex, everyone gets tortured, forever!"
39,Michael,No.
39,Michael,There has to be another way.
39,Eleanor Shellstrop,Oh!
39,Eleanor Shellstrop,I've got it.
39,Eleanor Shellstrop,"Just remove Simone from Chidi's memory, and keep everything else."
39,Eleanor Shellstrop,Boom!
39,Michael,It doesn't work that way.
39,Michael,You all spent a lot of time together so his memories of you and her are all swirled together.
39,Michael,But let's keep thinking.
39,Chidi Anagonye,"Guys, I've thought about this from every angle."
39,Chidi Anagonye,"If we don't wipe my memory, I will, one way or the other, ruin the experiment."
39,Chidi Anagonye,You know I'm right.
39,Eleanor Shellstrop,No.
39,Eleanor Shellstrop,"No, man!"
39,Eleanor Shellstrop,It can't be.
39,Eleanor Shellstrop,"Because if we erase your memory all the way back to before you met Simone, that includes Australia, and the study, and the Soul Squad and everything!"
39,Eleanor Shellstrop,That would be erasing�
39,Chidi Anagonye,Us.
39,Chidi Anagonye,I know.
39,Eleanor Shellstrop,"So, the plan is to erase Chidi's memory, all the way back to when the air conditioner fell on his head, in his original timeline."
39,Michael,The Judge has given us until tomorrow morning before we have to bring in the other two subjects.
39,Michael,"Tahani, the welcome party will be tomorrow night."
39,Chidi Anagonye,"And the next time you see me, it'll be like I'm a new resident."
39,Chidi Anagonye,I won't know any of you.
39,Jason Mendoza,"So, will you remember that time in Australia when we stayed up late and ate pizza together?"
39,Chidi Anagonye,"No, buddy, I won't."
39,Jason Mendoza,Will you remember when we ordered the pizza?
39,Chidi Anagonye,No.
39,Jason Mendoza,Will you remember pizza?
39,Chidi Anagonye,Will I remember what pizza is?
39,Chidi Anagonye,Yeah.
39,Chidi Anagonye,I'll still know what pizza is.
39,Jason Mendoza,"Okay, so, not a total loss."
39,Tahani Al-Jamil,But this is awful.
39,Tahani Al-Jamil,You two won't be together anymore.
39,Tahani Al-Jamil,I haven't met a more perfect couple since I set up Drake with Ruth Bader Ginsburg.
39,Eleanor Shellstrop,"Yes, we will no longer be together."
39,Eleanor Shellstrop,The Bad Place has pulled off the most intricate cork-blork of all time.
39,Eleanor Shellstrop,Hmm.
39,Eleanor Shellstrop,It's a nice touch that the cursing filter maintains the rhyme.
39,Eleanor Shellstrop,I appreciate that attention to detail.
39,Michael,"Hang on, I'm not giving up yet."
39,Michael,Let's have an old-fashioned brainstorming session!
39,Michael,"We'll get Chinese food, and we'll throw pencils and stick them in the ceiling and someone will say something innocuous and I'll say, ""Wait� say that again!"""
39,Chidi Anagonye,"Michael, if there was another choice, we'd choose it."
39,Chidi Anagonye,Believe me.
39,Eleanor Shellstrop,"You like learning about humans, right?"
39,Eleanor Shellstrop,This is a classic human situation.
39,Eleanor Shellstrop,Your friends are going through something awful and there is nothing you can do about it.
39,Eleanor Shellstrop,"Anyway, let's just rip the Band-Aid off, snappy, snappy, wipey, wipey."
39,Michael,I need a few minutes to work it all out.
39,Michael,So�
39,Chidi Anagonye,I hate this.
39,Chidi Anagonye,And I'm sorry.
39,Chidi Anagonye,And did I say that I hate this?
39,Chidi Anagonye,Because I hate this.
39,Eleanor Shellstrop,You don't need to apologize for making a huge sacrifice to save your friends.
39,Eleanor Shellstrop,This is why people love moral philosophy professors.
39,Chidi Anagonye,"Well, how about this?"
39,Chidi Anagonye,"Every time you see me get a stomachache, imagine I'm thinking of you."
39,Eleanor Shellstrop,"So, all the time?"
39,Chidi Anagonye,Exactly.
39,Michael,Sorry to interrupt.
39,Michael,I wanted to give both of you something before we do this.
39,Michael,Think of it as a going away present.
39,Eleanor Shellstrop,I don't normally cry at movies.
39,Eleanor Shellstrop,But that one was pretty good.
39,Eleanor Shellstrop,That girl was hot.
39,Eleanor Shellstrop,"The guy was, too."
39,Chidi Anagonye,"I'm gonna miss you so much, Eleanor."
39,Eleanor Shellstrop,Except you won't.
39,Eleanor Shellstrop,That's what's so scary about this whole thing.
39,Eleanor Shellstrop,I'm gonna miss you.
39,Eleanor Shellstrop,"You're just gonna think I'm some sexy, god-like figure, who you wanna hump immediately after meeting her."
39,Chidi Anagonye,I know you're deflecting by making jokes about how hot you are --
39,Eleanor Shellstrop,It's not a joke!
39,Eleanor Shellstrop,I'm a legit snack!
39,Chidi Anagonye,But I believe in you.
39,Chidi Anagonye,I am not even scared to get rebooted because I know that you'll be here taking care of me.
39,Eleanor Shellstrop,I wish we had more time together.
39,Chidi Anagonye,Time means nothing.
39,Chidi Anagonye,"Jeremy Bearimy, baby."
39,Chidi Anagonye,"We'll just� we'll get through this, and then you and I can chill out in the dot of the ""i"" forever."
39,Eleanor Shellstrop,Right.
39,Eleanor Shellstrop,We'll be okay.
39,Eleanor Shellstrop,"We found each other before, hundreds of times."
39,Eleanor Shellstrop,We can do it again.
39,Eleanor Shellstrop,"Bye, Chidi."
39,Eleanor Shellstrop,Janet?
39,Janet,"Hi, there."
39,Eleanor Shellstrop,"Hi, Janet."
39,Eleanor Shellstrop,"Can you just, you know, like, tell me the answer?"
39,Janet,Sorry?
39,Eleanor Shellstrop,"You know, the answer."
39,Eleanor Shellstrop,To everything.
39,Eleanor Shellstrop,You know all there is to know in the universe.
39,Eleanor Shellstrop,Crunch the numbers.
39,Eleanor Shellstrop,Tell me the answer.
39,Eleanor Shellstrop,What's the point of love if it's just gonna disappear?
39,Eleanor Shellstrop,And how is it worse to not love anybody?
39,Eleanor Shellstrop,"There has to be meaning to existence, otherwise the universe is just made of pain and I don't like the thought of that."
39,Eleanor Shellstrop,"So, tell me the answer!"
39,Janet,I know how you feel.
39,Janet,"Back on Earth, I had to watch Jason have no recognition of me."
39,Janet,It felt like� right before someone pushes a plunger and murders you.
39,Eleanor Shellstrop,Sure.
39,Janet,"The more human I become, the less things make sense."
39,Janet,"But that's part of the fun, right?"
39,Eleanor Shellstrop,What do you mean?
39,Janet,"If there were an answer I could give you to how the universe works, it wouldn't be special."
39,Janet,It would just be machinery fulfilling its cosmic design.
39,Janet,"It would just be a big, dumb food processor."
39,Janet,"But, since nothing seems to make sense, when you find something or someone that does, it's euphoria."
39,Janet,"In all of this randomness, in this pandemonium, you and Chidi found each other and you had a life together."
39,Janet,Isn't that remarkable?
39,Eleanor Shellstrop,Pandemonium is from Paradise Lost.
39,Eleanor Shellstrop,"Milton called the center of hell ""pandemonium"", meaning ""place of all demons""."
39,Eleanor Shellstrop,"Chidi tricked me into reading Paradise Lost by telling me Satan was, and I quote, ""my type""."
39,Eleanor Shellstrop,"A big, mean, bald guy with a goatee."
39,Eleanor Shellstrop,"I mean, he wasn't wrong."
39,Janet,"Oh, no, that's very on-brand for you."
39,Eleanor Shellstrop,I guess all I can do is embrace the pandemonium.
39,Eleanor Shellstrop,"Find happiness in the unique insanity of being here, now."
39,Janet,We'll do this together.
39,Janet,"In the words of the man that I love� ""I got you, dog."""
39,Eleanor Shellstrop,"Thanks, Janet."
39,Eleanor Shellstrop,"You know, for a robot, you make a really good girlfriend."
39,Janet,I'm one out of three of those things.
39,Janet,But thank you.
39,Janet,Good luck.
39,Eleanor Shellstrop,Okay.
39,Eleanor Shellstrop,"Hi, Chidi."
39,Eleanor Shellstrop,I'm Eleanor.
39,Eleanor Shellstrop,Come on in.
40,Chidi Anagonye,Wow.
40,Chidi Anagonye,"Just ""wow""."
40,Chidi Anagonye,It's perfect.
40,Chidi Anagonye,Everything is just perfect.
40,Chidi Anagonye,"I am so, so happy!"
40,Eleanor Shellstrop,I'm glad you like it.
40,Chidi Anagonye,It's so quaint.
40,Chidi Anagonye,It feels cozy but also vibrant and limitless.
40,Chidi Anagonye,"I can't believe how utterly, completely, 100% perfect everything is."
40,Eleanor Shellstrop,"You know, let's keep this moving."
40,Chidi Anagonye,"Oh, yeah, sure."
40,Eleanor Shellstrop,"Here is your new home, complete with two of your favorite things, floor-to-ceiling bookshelves and�"
40,Chidi Anagonye,Reading lights!
40,Chidi Anagonye,I love reading lights.
40,Chidi Anagonye,They're great for reading.
40,Eleanor Shellstrop,"And, oh, check this out."
40,Eleanor Shellstrop,"Um, hold out your hand� and think about a book."
40,Chidi Anagonye,I can summon philosophy books like Thor's hammer.
40,Chidi Anagonye,This is literally my number one dream.
40,Chidi Anagonye,Also� ow!
40,Chidi Anagonye,That hurt.
40,Eleanor Shellstrop,"Well, I have a lot to attend to, um� welcome to the Good Place, Chidi."
40,Chidi Anagonye,Thank you so much.
40,Chidi Anagonye,"Uh, and I'm� I'm sorry, this has been so overwhelming, I� I forgot your name."
40,Eleanor Shellstrop,Eleanor.
40,Chidi Anagonye,Eleanor.
40,Chidi Anagonye,Right.
40,Chidi Anagonye,Sorry.
40,Chidi Anagonye,Eleanor.
40,Chidi Anagonye,Eleanor.
40,Chidi Anagonye,Eleanor.
40,Chidi Anagonye,Now I'll never forget.
40,Eleanor Shellstrop,"Well, ya might!"
40,Eleanor Shellstrop,"Okay, can we not --"
40,Tahani Al-Jamil,"Oh, Eleanor."
40,Tahani Al-Jamil,You did a brave thing and I am embracing you.
40,Tahani Al-Jamil,And I shall not let you go.
40,Jason Mendoza,And I am also embracing you because this feels warm and my hands are cold.
40,Eleanor Shellstrop,"Guys, I'm good!"
40,Eleanor Shellstrop,"Honestly, it wasn't even as bad as I thought."
40,Eleanor Shellstrop,"I mean, who cares if he doesn't remember my name?"
40,Michael,Oof.
40,Michael,"I mean, ""cool-f""."
40,Eleanor Shellstrop,"Good save, bud."
40,Eleanor Shellstrop,"Let's just concentrate on the next resident, who gets here in six minutes."
40,Michael,Wait.
40,Michael,I need to say something.
40,Michael,"I know this seems bleak, and it feels like we're all doomed, and therefore humanity is doomed."
40,Eleanor Shellstrop,You needed to say that?
40,Michael,"The point is, I believe that we're destined to succeed."
40,Michael,There is nothing that the Bad Place can throw at us that we can't handle.
40,Michael,"Because we are an incredible, inspiring, brilliant group of --"
40,Shawn,Supercharged D-bag ass-wiping maniacs.
40,Shawn,"I mean, look at you!"
40,Shawn,I am so proud of how disgusting and cruel you all are.
40,Shawn,You suck.
40,Shawn,You all suck donkey butts.
40,Michael,"Tahani, so� so smart and sophisticated."
40,Michael,She was the only one who was able to talk me out of that goatee.
40,Tahani Al-Jamil,"Well, I lost that battle with Robert Downey Jr., and I'll be damned if I lose it with you."
40,Shawn,"Bambadjan, such an unbelievable dingus."
40,Bambadjan,Thanks.
40,Shawn,And Val.
40,Shawn,Who's a bigger skid mark than Val?
40,Val,Maybe your mom.
40,Shawn,Classic.
40,Michael,"We have Janet, who can do literally anything."
40,Michael,She made all the other people in the neighborhood.
40,Janet,Not people.
40,Michael,"We have me, who had a momentary setback, but I'm feeling great now, and that was a while ago."
40,Michael,"Most of you don't even remember it, probably."
40,Michael,"We have Jason, who can�"
40,Michael,"And marching us into battle, our fearless leader, the pride of Phoenix, Arizona, Eleanor Shellstrop!"
40,Eleanor Shellstrop,"Technically, the Pride of Phoenix is a life-size statue of Alice Cooper made from cigarette butts."
40,Eleanor Shellstrop,It's outside City Hall.
40,Eleanor Shellstrop,But thank you for the kind words.
40,Michael,"With this team, there's no problem we can't solve."
40,Shawn,There is no problem we can't create.
40,Shawn,"And believe me, we are gonna create some problems."
40,Shawn,So let's kick things off with our official Bad Place song!
40,Shawn,"1 877 Kars for Kids, K-A-R-S Kars for Kids."
40,Glenn,"Ooh, are we singing?"
40,Shawn,"Shut up, Glenn."
40,Michael,I think you look great.
40,Michael,"Professional, serious, a proper team leader."
40,Eleanor Shellstrop,"Does make me feel authoritative, like that chick from Law and Order."
40,Eleanor Shellstrop,"""Well, boys, looks like we've got ourselves an SVU."""
40,Eleanor Shellstrop,I've never seen the show.
40,Eleanor Shellstrop,Okay.
40,Eleanor Shellstrop,Who we got next?
40,Eleanor Shellstrop,Linda?
40,Eleanor Shellstrop,Come on in.
40,Eleanor Shellstrop,"So, you, Linda Johannsen, are in the Good Place."
40,Linda Johansson,That's nice.
40,Michael,"I know this can be a little overwhelming, but you'll get used to it."
40,Michael,Do you have any questions?
40,Linda Johansson,Is there a fitness center?
40,Eleanor Shellstrop,"There can be, plus literally anything else you could possibly wish for."
40,Michael,"Just in case we weren't clear, this is the Good Place."
40,Michael,A state of eternal happiness.
40,Michael,Paradise.
40,Linda Johansson,That's nice.
40,Linda Johansson,I like that.
40,Eleanor Shellstrop,"So, the Bad Place sent Simone to mess with Chidi, John to mess with Tahani� do you think they sent Linda to mess with Jason?"
40,Eleanor Shellstrop,She's from Norway.
40,Eleanor Shellstrop,"Is Norway, like, the opposite of Florida?"
40,Michael,All I know is she's boring.
40,Michael,She makes Neutral Janet look like Disco Janet.
40,Michael,Disco Janet was around for a while years ago.
40,Michael,She was great.
40,Michael,"I mean, she was a lot, but she was fun."
40,Eleanor Shellstrop,"Actually, that's a good idea."
40,Eleanor Shellstrop,Let's unload this dead weight.
40,Eleanor Shellstrop,Janet?
40,Janet,"Hi, there!"
40,Eleanor Shellstrop,"Linda, this is Janet."
40,Eleanor Shellstrop,"If you want anything at all, Janet can bring it to you."
40,Eleanor Shellstrop,Watch.
40,Eleanor Shellstrop,"Janet, can I have a baby elephant made of pure light that tells you true secrets about the universe?"
40,Eleanor Shellstrop,See?
40,Eleanor Shellstrop,Anything you want from Janet?
40,Linda Johansson,Can I have� a peppermint?
40,Janet,Sure!
40,Linda Johansson,I'm going to go over there now.
40,Eleanor Shellstrop,"Brent, come on in."
40,Eleanor Shellstrop,"So, you, Brent Norwalk, are dead."
40,Brent Norwalk,Really?
40,Brent Norwalk,"Well, that blows."
40,Brent Norwalk,"Uh, you know what?"
40,Brent Norwalk,"Maybe it's a good thing, actually."
40,Brent Norwalk,"Some journalist was poking around, calling all these ladies who used to work for me."
40,Brent Norwalk,You can't even make a joke these days.
40,Brent Norwalk,Everything is so PC.
40,Brent Norwalk,"And I was an equal opportunity offender, okay?"
40,Brent Norwalk,I made jokes about everybody.
40,Brent Norwalk,"And, by the way, I'm the furthest thing from racist."
40,Brent Norwalk,My dentist was a black woman.
40,Brent Norwalk,I just think people need to loosen up.
40,Brent Norwalk,"So, where am I exactly?"
40,Michael,The Good Place.
40,Brent Norwalk,"Oh, cool."
40,Brent Norwalk,Good.
40,Eleanor Shellstrop,"So, Brent, I see from your file you were in the materials business."
40,Brent Norwalk,"Oh, yeah."
40,Brent Norwalk,Big time.
40,Brent Norwalk,"Strings, cords, vinyl, synthetics, rubber� we do vulcanized now, so that's huge."
40,Brent Norwalk,Plus metals.
40,Brent Norwalk,"Aluminum, brass, copper."
40,Brent Norwalk,What else?
40,Eleanor Shellstrop,Steel?
40,Brent Norwalk,"No, not steel."
40,Brent Norwalk,Steel's a sucker's game.
40,Brent Norwalk,"Polymers, coatings, internals� you crack open an HVAC, that is all us."
40,Brent Norwalk,Is there golf here?
40,Brent Norwalk,There freakin' better be.
40,Eleanor Shellstrop,"Okay, well, why don't you explore around a bit while I go far away?"
40,Eleanor Shellstrop,"And if you need anything, you can always ask Janet."
40,Eleanor Shellstrop,Janet?
40,Janet,"Hi, there!"
40,Janet,How can I help you?
40,Brent Norwalk,A secretary.
40,Brent Norwalk,Great.
40,Janet,Not a secretary.
40,Brent Norwalk,"Fine, fine."
40,Brent Norwalk,Executive assistant.
40,Brent Norwalk,"Here we go with all the ""terms"" we got to learn, right?"
40,Brent Norwalk,Vice President of Helping!
40,Brent Norwalk,Captain Marvel!
40,Brent Norwalk,You know what I'm saying.
40,Michael,"Oh, I'm not part of this."
40,Janet,Let me show you around.
40,Eleanor Shellstrop,"Well, Linda must be here for Jason, because Brent is definitely here to annoy the fork out of me."
40,Michael,"Everyone, you may remember Matt from Accounting."
40,Michael,The Judge has assigned him to our project.
40,Matt,"So, I'll be monitoring the four new humans."
40,Matt,"A modified points system will be applied to their actions for the next year, and then we'll know how much better or worse their behavior is than when they were alive."
40,Matt,But no one will be able to see what's happening in real time.
40,Matt,Good luck saving humanity from eternal doom!
40,Eleanor Shellstrop,"Okay, forget about all that stuff."
40,Eleanor Shellstrop,"For this first week, all we need to do is figure out what the fork is up with these benches."
40,Eleanor Shellstrop,"So, I made this."
40,Eleanor Shellstrop,"We start them out on this side, because we're like, ""What's your deal?"""
40,Eleanor Shellstrop,"And when we feel we have a handle on who they are, what makes them tick, we move them to this side� party time!"
40,Eleanor Shellstrop,"We already know a lot about Simone, so� boom!"
40,Eleanor Shellstrop,See?
40,Eleanor Shellstrop,"One down, three to go."
40,Michael,Let's go figure out the others.
40,Michael,We can do this.
40,Michael,On three.
40,Michael,"""Dead eyes, eat hearts, can't lose!"""
40,Michael,"Sorry, old Bad Place rallying cry."
40,Derek Hofstetler,Aww!
40,Jason Mendoza,"Janet, he's walking around again."
40,Janet,"Yeah, I see that."
40,Janet,"Derek, what are you doing here?"
40,Janet,You're supposed to stay at Mindy's.
40,Derek Hofstetler,I can't help it.
40,Derek Hofstetler,I'm just such a proud daddy Derek.
40,Derek Hofstetler,"I mean, will you look at all these beautiful babies that we made?"
40,Jason Mendoza,"She made them, dude."
40,Jason Mendoza,You barely did anything.
40,Jason Mendoza,"Probably just, like, made all the butts."
40,Derek Hofstetler,I did make all the butts.
40,Derek Hofstetler,"I made that butt, I made that butt."
40,Janet,"Mmm, right."
40,Derek Hofstetler,I made both those butts.
40,Janet,"Derek, you have to stay at Mindy's house."
40,Janet,What if one of our new humans sees you and starts asking questions about the weirdo in the tux?
40,Derek Hofstetler,Say no more.
40,Derek Hofstetler,"But before I leave, can I have a hug in celebration of everything that we created?"
40,Janet,Okay.
40,Derek Hofstetler,Aww!
40,Derek Hofstetler,That feels so� Derek.
40,Michael,"You were all, simply put, good people."
40,Michael,The point of the video is to make them all confront what kind of people they were on Earth.
40,Michael,Keep a close eye on our four subjects.
40,Michael,Try to gauge their reactions.
40,Michael,"The subtlest glances, the tiniest flinches�"
40,Eleanor Shellstrop,What about shaking someone by the head?
40,Eleanor Shellstrop,What does that mean?
40,Michael,"Oh, boy."
40,Eleanor Shellstrop,"Hey, Simone."
40,Eleanor Shellstrop,Everything okay?
40,Simone Garnett,Yeah.
40,Simone Garnett,"Well, no."
40,Simone Garnett,"Well, actually, it doesn't matter."
40,Simone Garnett,None of this is real.
40,Eleanor Shellstrop,Sorry?
40,Simone Garnett,"I'm a neuroscientist, so I get what's going on here."
40,Simone Garnett,"You know, clearly I was in some kind of horrible accident, I'm on my deathbed, and this entire thing is just a hallucination constructed by my damaged brain as it slowly shuts down."
40,Simone Garnett,It's not real.
40,Simone Garnett,"So, I'm just gonna wander around until I wake up or die."
40,Simone Garnett,"See ya later, figments of my imagination."
40,Eleanor Shellstrop,She's just gonna go get some popcorn from the� river.
40,Eleanor Shellstrop,There's a popcorn river.
40,Eleanor Shellstrop,I'll show you guys later.
40,Eleanor Shellstrop,"Uh, she said keep going without her, so let's roll it."
40,Eleanor Shellstrop,"Janet, make a popcorn river."
40,Eleanor Shellstrop,"Everyone else, meet at Mindy's in ten minutes."
40,Eleanor Shellstrop,Well� we're off to a fantastic start.
40,Janet,"I wish I could stay and help, but this system is so complex that if I lose concentration for even one billionth of a second, the entire neighborhood could collapse in on itself like a dying star."
40,Janet,"Also, Brent wants a BLT."
40,Michael,Simone's reaction is fairly common.
40,Michael,"When I worked in the Bad Place, some people just wouldn't believe it when they heard they were dead."
40,Tahani Al-Jamil,How did you convince them?
40,Michael,They'd usually come around by the third or fourth day of mouth fleas.
40,Michael,"Obviously, not an option here."
40,Michael,"But if Simone doesn't think this is real, she definitely won't become a better person."
40,Tahani Al-Jamil,Who can convince her that this actually is the afterlife?
40,Tahani Al-Jamil,"We need someone authoritative and reassuring like Nelson Mandela or Sir Patrick Stewart, or, really, any of my old racquetball partners would do."
40,Jason Mendoza,"Oh, I know who it should be."
40,Eleanor Shellstrop,"If you say Blake Bortles, I'm gonna slap you a lot."
40,Jason Mendoza,Chidi.
40,Jason Mendoza,I believe everything Chidi ever tells me because of his brain and how he looks like one of those owls that graduated from college.
40,Michael,Of course!
40,Michael,Time to activate our ethical sleeper agent and introduce him to Simone.
40,Eleanor Shellstrop,"Uh, I don't know."
40,Eleanor Shellstrop,Simone isn't struggling with a philosophy problem.
40,Eleanor Shellstrop,"She's just, you know, like� being silly."
40,Eleanor Shellstrop,Let's just get her to the welcome party and I'm sure she'll be fine.
40,Simone Garnett,"Eleanor, look what my brain did!"
40,Simone Garnett,"It's not real, and neither are you."
40,Simone Garnett,I'm in a coma and none of this is real.
